"","replicate","dpi","cal_day","pot","dead","saliva","menu","egglay_tonight","egglay_last night","egglay_pic","alive","for_eip_not_mirs","sg_dissected"
"1","r00",0,2023-03-13,"kc270",0,"0","is",0,"-",NA,0,NA,0
"2","r00",0,2023-03-13,"ki270",0,"0","is",0,"-",NA,0,NA,0
"3","r00",0,2023-03-13,"cc270",0,"0","is",0,"-",NA,0,NA,0
"4","r00",0,2023-03-13,"ci270",0,"0","is",0,"-",NA,0,NA,0
"5","r00",1,2023-03-14,"kc270",7,"0","s",0,"-",NA,0,NA,0
"6","r00",1,2023-03-14,"ki270",1,"0","s",0,"-",NA,0,NA,0
"7","r00",1,2023-03-14,"cc270",3,"0","s",0,"-",NA,0,NA,0
"8","r00",1,2023-03-14,"ci270",3,"0","s",0,"-",NA,0,NA,0
"9","r00",2,2023-03-15,"kc270",3,"0","s",1,"-",NA,0,NA,0
"10","r00",2,2023-03-15,"ki270",2,"0","s",1,"-",NA,0,NA,0
"11","r00",2,2023-03-15,"cc270",2,"0","s",1,"-",NA,0,NA,0
"12","r00",2,2023-03-15,"ci270",0,"0","s",1,"-",NA,0,NA,0
"13","r00",3,2023-03-16,"kc270",5,"0","w",1,"-",NA,3,0,0
"14","r00",3,2023-03-16,"ki270",9,"0","w",1,"-",NA,3,0,0
"15","r00",3,2023-03-16,"cc270",12,"0","w",1,"-",NA,3,0,0
"16","r00",3,2023-03-16,"ci270",8,"0","w",1,"-",NA,3,0,0
"17","r00",4,2023-03-17,"kc270",2,"0","bs",0,"-",NA,0,NA,0
"18","r00",4,2023-03-17,"ki270",3,"0","bs",0,"-",NA,0,NA,0
"19","r00",4,2023-03-17,"cc270",2,"0","bs",0,"-",NA,0,NA,0
"20","r00",4,2023-03-17,"ci270",1,"0","bs",0,"-",NA,0,NA,0
"21","r00",5,2023-03-18,"kc270",3,"0","s",0,"-",NA,0,NA,0
"22","r00",5,2023-03-18,"ki270",0,"0","s",0,"-",NA,0,NA,0
"23","r00",5,2023-03-18,"cc270",9,"0","s",0,"-",NA,0,NA,0
"24","r00",5,2023-03-18,"ci270",5,"0","s",0,"-",NA,0,NA,0
"25","r00",6,2023-03-19,"kc270",1,"0","s",1,"-",NA,3,0,0
"26","r00",6,2023-03-19,"ki270",1,"0","s",1,"-",NA,3,0,0
"27","r00",6,2023-03-19,"cc270",1,"0","s",1,"-",NA,3,0,0
"28","r00",6,2023-03-19,"ci270",0,"0","s",1,"-",NA,3,0,0
"29","r00",7,2023-03-20,"kc270",0,"0","w",1,"-",NA,0,NA,0
"30","r00",7,2023-03-20,"ki270",1,"0","w",1,"-",NA,0,NA,0
"31","r00",7,2023-03-20,"cc270",3,"0","w",1,"-",NA,0,NA,0
"32","r00",7,2023-03-20,"ci270",1,"0","w",1,"-",NA,0,NA,0
"33","r00",8,2023-03-21,"kc270",1,"0","bs",0,"-",NA,0,NA,0
"34","r00",8,2023-03-21,"ki270",0,"0","bs",0,"-",NA,0,NA,0
"35","r00",8,2023-03-21,"cc270",0,"0","bs",0,"-",NA,0,NA,0
"36","r00",8,2023-03-21,"ci270",2,"0","bs",0,"-",NA,0,NA,0
"37","r00",9,2023-03-22,"kc270",3,"1","s",0,"-",NA,3,0,0
"38","r00",9,2023-03-22,"ki270",3,"1","s",0,"-",NA,3,0,0
"39","r00",9,2023-03-22,"cc270",0,"1","s",0,"-",NA,3,0,0
"40","r00",9,2023-03-22,"ci270",3,"1","s",0,"-",NA,3,0,0
"41","r00",10,2023-03-23,"kc270",1,"1","s",1,"-",NA,0,NA,0
"42","r00",10,2023-03-23,"ki270",1,"1","s",1,"-",NA,0,NA,0
"43","r00",10,2023-03-23,"cc270",0,"1","s",1,"-",NA,0,NA,0
"44","r00",10,2023-03-23,"ci270",9,"1","s",1,"-",NA,0,NA,0
"45","r00",11,2023-03-24,"kc270",0,"1","w",1,"-",NA,3,0,0
"46","r00",11,2023-03-24,"ki270",0,"1","w",1,"-",NA,3,0,0
"47","r00",11,2023-03-24,"cc270",1,"1","w",1,"-",NA,3,0,0
"48","r00",11,2023-03-24,"ci270",3,"1","w",1,"-",NA,3,0,0
"49","r00",12,2023-03-25,"kc270",1,"1","bs",0,"-",NA,0,NA,0
"50","r00",12,2023-03-25,"ki270",1,"1","bs",0,"-",NA,0,NA,0
"51","r00",12,2023-03-25,"cc270",2,"1","bs",0,"-",NA,0,NA,0
"52","r00",12,2023-03-25,"ci270",1,"1","bs",0,"-",NA,0,NA,0
"53","r00",13,2023-03-26,"kc270",4,"1","s",0,"-",NA,3,0,0
"54","r00",13,2023-03-26,"ki270",4,"1","s",0,"-",NA,3,0,0
"55","r00",13,2023-03-26,"cc270",6,"1","s",0,"-",NA,3,0,0
"56","r00",13,2023-03-26,"ci270",9,"1","s",0,"-",NA,3,0,0
"57","r00",14,2023-03-27,"kc270",1,"1","s",1,"-",NA,0,NA,0
"58","r00",14,2023-03-27,"ki270",1,"1","s",1,"-",NA,0,NA,0
"59","r00",14,2023-03-27,"cc270",0,"1","s",1,"-",NA,0,NA,0
"60","r00",14,2023-03-27,"ci270",2,"1","s",1,"-",NA,0,NA,0
"61","r00",15,2023-03-28,"kc270",0,"1","w",1,"-",NA,11,0,0
"62","r00",15,2023-03-28,"ki270",4,"1","w",1,"-",NA,14,0,0
"63","r00",15,2023-03-28,"cc270",1,"1","w",1,"-",NA,7,0,0
"64","r00",15,2023-03-28,"ci270",0,"1","w",1,"-",NA,6,0,0
"65","r01",0,2023-06-05,"kc270",0,"0","is",0,"-",NA,0,NA,0
"66","r01",0,2023-06-05,"ki270",0,"0","is",0,"-",NA,0,NA,0
"67","r01",0,2023-06-05,"kc276",0,"0","is",0,"-",NA,0,NA,0
"68","r01",0,2023-06-05,"ki276",0,"0","is",0,"-",NA,0,NA,0
"69","r01",1,2023-06-06,"kc270",0,"0","s",0,"-",NA,0,NA,0
"70","r01",1,2023-06-06,"ki270",1,"0","s",0,"-",NA,0,NA,0
"71","r01",1,2023-06-06,"kc276",0,"0","s",0,"-",NA,0,NA,0
"72","r01",1,2023-06-06,"ki276",2,"0","s",0,"-",NA,0,NA,0
"73","r01",2,2023-06-07,"kc270",0,"0","s",1,"-",NA,0,NA,0
"74","r01",2,2023-06-07,"ki270",0,"0","s",1,"-",NA,0,NA,0
"75","r01",2,2023-06-07,"kc276",0,"0","s",1,"-",NA,0,NA,0
"76","r01",2,2023-06-07,"ki276",0,"0","s",1,"-",NA,0,NA,0
"77","r01",3,2023-06-08,"kc270",1,"0","w",1,"0",NA,3,0,0
"78","r01",3,2023-06-08,"ki270",0,"0","w",1,"0",NA,3,0,0
"79","r01",3,2023-06-08,"kc276",0,"0","w",1,"1",NA,3,0,0
"80","r01",3,2023-06-08,"ki276",2,"0","w",1,"0",NA,3,0,0
"81","r01",4,2023-06-09,"kc270",0,"0","bs",0,"0",NA,0,NA,0
"82","r01",4,2023-06-09,"ki270",3,"0","bs",0,"0",NA,0,NA,0
"83","r01",4,2023-06-09,"kc276",1,"0","bs",0,"0",NA,0,NA,0
"84","r01",4,2023-06-09,"ki276",0,"0","bs",0,"0",NA,0,NA,0
"85","r01",5,2023-06-10,"kc270",3,"a1","s",0,"-",NA,0,NA,0
"86","r01",5,2023-06-10,"ki270",2,"a2","s",0,"-",NA,0,NA,0
"87","r01",5,2023-06-10,"kc276",3,"a3","s",0,"-",NA,0,NA,0
"88","r01",5,2023-06-10,"ki276",3,"a4","s",0,"-",NA,0,NA,0
"89","r01",6,2023-06-11,"kc270",0,"a5","s",1,"-",NA,3,0,0
"90","r01",6,2023-06-11,"ki270",0,"a6","s",1,"-",NA,3,0,0
"91","r01",6,2023-06-11,"kc276",0,"a7","s",1,"-",NA,3,0,0
"92","r01",6,2023-06-11,"ki276",0,"a8","s",1,"-",NA,3,0,0
"93","r01",7,2023-06-12,"kc270",1,"a9","w",1,"1",NA,0,NA,0
"94","r01",7,2023-06-12,"ki270",0,"a10","w",1,"1",NA,0,NA,0
"95","r01",7,2023-06-12,"kc276",0,"a11","w",1,"1",NA,0,NA,0
"96","r01",7,2023-06-12,"ki276",1,"a12","w",1,"1",NA,0,NA,0
"97","r01",8,2023-06-13,"kc270",0,"b1","bs",0,"1",NA,0,NA,0
"98","r01",8,2023-06-13,"ki270",1,"b2","bs",0,"1",NA,0,NA,0
"99","r01",8,2023-06-13,"kc276",0,"b3","bs",0,"1",NA,0,NA,0
"100","r01",8,2023-06-13,"ki276",1,"b4","bs",0,"1",NA,0,NA,0
"101","r01",9,2023-06-14,"kc270",7,"b5","s",0,"-",NA,3,0,0
"102","r01",9,2023-06-14,"ki270",4,"b6","s",0,"-",NA,3,0,0
"103","r01",9,2023-06-14,"kc276",3,"b7","s",0,"-",NA,3,0,0
"104","r01",9,2023-06-14,"ki276",11,"b8","s",0,"-",NA,3,0,0
"105","r01",10,2023-06-15,"kc270",3,"b9","s",1,"-",NA,0,NA,0
"106","r01",10,2023-06-15,"ki270",1,"b10","s",1,"-",NA,0,NA,0
"107","r01",10,2023-06-15,"kc276",3,"b11","s",1,"-",NA,0,NA,0
"108","r01",10,2023-06-15,"ki276",6,"b12","s",1,"-",NA,0,NA,0
"109","r01",11,2023-06-16,"kc270",1,"c1","w",1,"1",NA,3,0,0
"110","r01",11,2023-06-16,"ki270",1,"c2","w",1,"1",NA,3,0,0
"111","r01",11,2023-06-16,"kc276",0,"c3","w",1,"1",NA,3,0,0
"112","r01",11,2023-06-16,"ki276",1,"c4","w",1,"1",NA,3,0,0
"113","r01",12,2023-06-17,"kc270",1,"c5","bs",0,"1",NA,0,NA,0
"114","r01",12,2023-06-17,"ki270",1,"c6","bs",0,"1",NA,0,NA,0
"115","r01",12,2023-06-17,"kc276",0,"c7","bs",0,"1",NA,0,NA,0
"116","r01",12,2023-06-17,"ki276",2,"c8","bs",0,"1",NA,0,NA,0
"117","r01",13,2023-06-18,"kc270",7,"c9","s",0,"-",NA,3,0,0
"118","r01",13,2023-06-18,"ki270",7,"c10","s",0,"-",NA,3,0,0
"119","r01",13,2023-06-18,"kc276",8,"c11","s",0,"-",NA,3,0,0
"120","r01",13,2023-06-18,"ki276",13,"c12","s",0,"-",NA,3,0,0
"121","r01",14,2023-06-19,"kc270",3,"d1","s",1,"-",NA,0,NA,0
"122","r01",14,2023-06-19,"ki270",3,"d2","s",1,"-",NA,0,NA,0
"123","r01",14,2023-06-19,"kc276",5,"d3","s",1,"-",NA,0,NA,0
"124","r01",14,2023-06-19,"ki276",6,"d4","s",1,"-",NA,0,NA,0
"125","r01",15,2023-06-20,"kc270",4,"d5","w",1,"1",NA,4,0,0
"126","r01",15,2023-06-20,"ki270",2,"d6","w",1,"1",NA,4,0,0
"127","r01",15,2023-06-20,"kc276",4,"d7","w",1,"1",NA,4,0,0
"128","r01",15,2023-06-20,"ki276",4,"d8","w",1,"1",NA,4,0,0
"129","r01",16,2023-06-21,"kc270",2,"d9","bs",0,"1",NA,0,NA,0
"130","r01",16,2023-06-21,"ki270",2,"d10","bs",0,"1",NA,0,NA,0
"131","r01",16,2023-06-21,"kc276",2,"d11","bs",0,"0",NA,0,NA,0
"132","r01",16,2023-06-21,"ki276",2,"d12","bs",0,"0",NA,0,NA,0
"133","r01",17,2023-06-22,"kc270",13,"e1","s",0,"-",NA,4,0,0
"134","r01",17,2023-06-22,"ki270",9,"e2","s",0,"-",NA,4,0,0
"135","r01",17,2023-06-22,"kc276",5,"e3","s",0,"-",NA,4,0,0
"136","r01",17,2023-06-22,"ki276",1,"e4","s",0,"-",NA,4,0,0
"137","r01",18,2023-06-23,"kc270",1,"e5","s",1,"-",NA,0,NA,0
"138","r01",18,2023-06-23,"ki270",2,"e6","s",1,"-",NA,0,NA,0
"139","r01",18,2023-06-23,"kc276",5,"e7","s",1,"-",NA,0,NA,0
"140","r01",18,2023-06-23,"ki276",2,"e8","s",1,"-",NA,0,NA,0
"141","r01",19,2023-06-24,"kc270",3,"e9","w",1,"1",NA,4,0,0
"142","r01",19,2023-06-24,"ki270",5,"e10","w",1,"0",NA,4,0,0
"143","r01",19,2023-06-24,"kc276",3,"e11","w",1,"1",NA,4,0,0
"144","r01",19,2023-06-24,"ki276",3,"e12","w",1,"1",NA,2,0,0
"145","r01",20,2023-06-25,"kc270",0,"f1","bs",0,"-",NA,0,NA,0
"146","r01",20,2023-06-25,"ki270",4,"f2","bs",0,"1",NA,0,NA,0
"147","r01",20,2023-06-25,"kc276",2,"f3","bs",0,"1",NA,0,NA,0
"148","r01",20,2023-06-25,"ki276",0,"f4","bs",0,"-",NA,0,NA,0
"149","r01",21,2023-06-26,"kc270",0,"f5","s",0,"-",NA,0,NA,0
"150","r01",21,2023-06-26,"ki270",6,"f6","s",0,"-",NA,3,0,0
"151","r01",21,2023-06-26,"kc276",0,"f7","s",0,"-",NA,4,0,0
"152","r01",21,2023-06-26,"ki276",0,"f8","s",0,"-",NA,0,NA,0
"153","r01",22,2023-06-27,"kc270",0,"f9","s",1,"-",NA,0,NA,0
"154","r01",22,2023-06-27,"ki270",0,"f10","s",1,"-",NA,0,NA,0
"155","r01",22,2023-06-27,"kc276",0,"f11","s",1,"-",NA,0,NA,0
"156","r01",22,2023-06-27,"ki276",0,"f12","s",1,"-",NA,0,NA,0
"157","r01",23,2023-06-28,"kc270",0,"g1","w",1,"-",NA,0,NA,0
"158","r01",23,2023-06-28,"ki270",0,"g2","w",1,"-",NA,0,NA,0
"159","r01",23,2023-06-28,"kc276",0,"g3","w",1,"1",NA,1,0,0
"160","r01",23,2023-06-28,"ki276",0,"g4","w",1,"-",NA,0,NA,0
"161","r02",0,2023-08-28,"kc270",0,NA,"is",0,"-",NA,0,NA,0
"162","r02",0,2023-08-28,"ki270",0,NA,"is",0,"-",NA,0,NA,0
"163","r02",0,2023-08-28,"kc276",0,NA,"is",0,"-",NA,0,NA,0
"164","r02",0,2023-08-28,"ki276",0,NA,"is",0,"-",NA,0,NA,0
"165","r02",0,2023-08-28,"cc276",0,NA,"is",0,"-",NA,0,NA,0
"166","r02",0,2023-08-28,"ci276",0,NA,"is",0,"-",NA,0,NA,0
"167","r02",1,2023-08-29,"kc270",1,NA,"s",0,"-",NA,0,NA,0
"168","r02",1,2023-08-29,"ki270",3,NA,"s",0,"-",NA,0,NA,0
"169","r02",1,2023-08-29,"kc276",1,NA,"s",0,"-",NA,0,NA,0
"170","r02",1,2023-08-29,"ki276",1,NA,"s",0,"-",NA,0,NA,0
"171","r02",1,2023-08-29,"cc276",13,NA,"s",0,"-",NA,0,NA,0
"172","r02",1,2023-08-29,"ci276",6,NA,"s",0,"-",NA,0,NA,0
"173","r02",2,2023-08-30,"kc270",1,NA,"s",1,"-",NA,0,NA,0
"174","r02",2,2023-08-30,"ki270",1,NA,"s",1,"-",NA,0,NA,0
"175","r02",2,2023-08-30,"kc276",4,NA,"s",1,"-",NA,0,NA,0
"176","r02",2,2023-08-30,"ki276",0,NA,"s",1,"-",NA,0,NA,0
"177","r02",2,2023-08-30,"cc276",7,NA,"s",1,"-",NA,0,NA,0
"178","r02",2,2023-08-30,"ci276",3,NA,"s",1,"-",NA,0,NA,0
"179","r02",3,2023-08-31,"kc270",1,NA,"w",1,"2",NA,5,0,0
"180","r02",3,2023-08-31,"ki270",1,NA,"w",1,"1",NA,5,0,0
"181","r02",3,2023-08-31,"kc276",2,NA,"w",1,"2",NA,5,0,0
"182","r02",3,2023-08-31,"ki276",1,NA,"w",1,"2",NA,5,0,0
"183","r02",3,2023-08-31,"cc276",13,NA,"w",1,"2",NA,5,0,0
"184","r02",3,2023-08-31,"ci276",4,NA,"w",1,"1",NA,5,0,0
"185","r02",4,2023-09-01,"kc270",3,NA,"bs",0,"2",NA,0,NA,0
"186","r02",4,2023-09-01,"ki270",1,NA,"bs",0,"1",NA,0,NA,0
"187","r02",4,2023-09-01,"kc276",5,NA,"bs",0,"2",NA,0,NA,0
"188","r02",4,2023-09-01,"ki276",2,NA,"bs",0,"1",NA,0,NA,0
"189","r02",4,2023-09-01,"cc276",16,NA,"bs",0,"1",NA,0,NA,0
"190","r02",4,2023-09-01,"ci276",4,NA,"bs",0,"1",NA,0,NA,0
"191","r02",5,2023-09-02,"kc270",3,"a1","s",0,"-",NA,0,NA,0
"192","r02",5,2023-09-02,"ki270",2,"b1","s",0,"-",NA,0,NA,0
"193","r02",5,2023-09-02,"kc276",6,"c1","s",0,"-",NA,0,NA,0
"194","r02",5,2023-09-02,"ki276",5,"d1","s",0,"-",NA,0,NA,0
"195","r02",5,2023-09-02,"cc276",11,"e1","s",0,"-",NA,0,NA,0
"196","r02",5,2023-09-02,"ci276",3,"f1","s",0,"-",NA,0,NA,0
"197","r02",6,2023-09-03,"kc270",8,"a2","s",1,"-",NA,5,0,0
"198","r02",6,2023-09-03,"ki270",3,"b2","s",1,"-",NA,5,0,0
"199","r02",6,2023-09-03,"kc276",1,"c2","s",1,"-",NA,5,0,0
"200","r02",6,2023-09-03,"ki276",1,"d2","s",1,"-",NA,5,0,0
"201","r02",6,2023-09-03,"cc276",4,"e2","s",1,"-",NA,5,0,0
"202","r02",6,2023-09-03,"ci276",5,"f2","s",1,"-",NA,5,0,0
"203","r02",7,2023-09-04,"kc270",1,"a3","w",1,"2",NA,0,NA,0
"204","r02",7,2023-09-04,"ki270",0,"b3","w",1,"2",NA,0,NA,0
"205","r02",7,2023-09-04,"kc276",2,"c3","w",1,"2",NA,0,NA,0
"206","r02",7,2023-09-04,"ki276",0,"d3","w",1,"2",NA,0,NA,0
"207","r02",7,2023-09-04,"cc276",4,"e3","w",1,"1",NA,0,NA,0
"208","r02",7,2023-09-04,"ci276",2,"f3","w",1,"1",NA,0,NA,0
"209","r02",8,2023-09-05,"kc270",4,NA,"bs",0,"1",NA,0,NA,0
"210","r02",8,2023-09-05,"ki270",2,NA,"bs",0,"1",NA,0,NA,0
"211","r02",8,2023-09-05,"kc276",1,NA,"bs",0,"1",NA,0,NA,0
"212","r02",8,2023-09-05,"ki276",0,NA,"bs",0,"1",NA,0,NA,0
"213","r02",8,2023-09-05,"cc276",3,NA,"bs",0,"1",NA,0,NA,0
"214","r02",8,2023-09-05,"ci276",3,NA,"bs",0,"1",NA,0,NA,0
"215","r02",9,2023-09-06,"kc270",37,"a4","s",0,"-",NA,5,0,0
"216","r02",9,2023-09-06,"ki270",6,"b4","s",0,"-",NA,5,0,0
"217","r02",9,2023-09-06,"kc276",14,"c4","s",0,"-",NA,5,0,0
"218","r02",9,2023-09-06,"ki276",2,"d4","s",0,"-",NA,5,0,0
"219","r02",9,2023-09-06,"cc276",14,"e4","s",0,"-",NA,5,0,0
"220","r02",9,2023-09-06,"ci276",13,"f4","s",0,"-",NA,5,0,0
"221","r02",10,2023-09-07,"kc270",16,"a5","s",1,"-",NA,0,NA,0
"222","r02",10,2023-09-07,"ki270",6,"b5","s",1,"-",NA,0,NA,0
"223","r02",10,2023-09-07,"kc276",6,"c5","s",1,"-",NA,0,NA,0
"224","r02",10,2023-09-07,"ki276",2,"d5","s",1,"-",NA,0,NA,0
"225","r02",10,2023-09-07,"cc276",6,"e5","s",1,"-",NA,0,NA,0
"226","r02",10,2023-09-07,"ci276",6,"f5","s",1,"-",NA,0,NA,0
"227","r02",11,2023-09-08,"kc270",3,"a6","w",1,"1",NA,5,0,0
"228","r02",11,2023-09-08,"ki270",8,"b6","w",1,"1",NA,5,0,0
"229","r02",11,2023-09-08,"kc276",4,"c6","w",1,"1",NA,5,0,0
"230","r02",11,2023-09-08,"ki276",0,"d6","w",1,"2",NA,5,0,0
"231","r02",11,2023-09-08,"cc276",4,"e6","w",1,"1",NA,5,0,0
"232","r02",11,2023-09-08,"ci276",7,"f6","w",1,"1",NA,5,0,0
"233","r02",12,2023-09-09,"kc270",8,NA,"bs",0,"1",NA,0,NA,0
"234","r02",12,2023-09-09,"ki270",9,NA,"bs",0,"1",NA,0,NA,0
"235","r02",12,2023-09-09,"kc276",3,NA,"bs",0,"1",NA,0,NA,0
"236","r02",12,2023-09-09,"ki276",1,NA,"bs",0,"2",NA,0,NA,0
"237","r02",12,2023-09-09,"cc276",5,NA,"bs",0,"1",NA,0,NA,0
"238","r02",12,2023-09-09,"ci276",3,NA,"bs",0,"1",NA,0,NA,0
"239","r02",13,2023-09-10,"kc270",5,"a7","s",0,"-",NA,5,0,0
"240","r02",13,2023-09-10,"ki270",12,"b7","s",0,"-",NA,5,0,0
"241","r02",13,2023-09-10,"kc276",4,"c7","s",0,"-",NA,5,0,0
"242","r02",13,2023-09-10,"ki276",4,"d7","s",0,"-",NA,5,0,0
"243","r02",13,2023-09-10,"cc276",16,"e7","s",0,"-",NA,5,0,0
"244","r02",13,2023-09-10,"ci276",15,"f7","s",0,"-",NA,5,0,0
"245","r02",14,2023-09-11,"kc270",4,"a8","s",1,"-",NA,0,NA,0
"246","r02",14,2023-09-11,"ki270",10,"b8","s",1,"-",NA,0,NA,0
"247","r02",14,2023-09-11,"kc276",0,"c8","s",1,"-",NA,0,NA,0
"248","r02",14,2023-09-11,"ki276",1,"d8","s",1,"-",NA,0,NA,0
"249","r02",14,2023-09-11,"cc276",5,"e8","s",1,"-",NA,0,NA,0
"250","r02",14,2023-09-11,"ci276",1,"f8","s",1,"-",NA,0,NA,0
"251","r02",15,2023-09-12,"kc270",1,"a1","w",1,"1",NA,5,0,0
"252","r02",15,2023-09-12,"ki270",5,"b1","w",1,"1",NA,5,0,0
"253","r02",15,2023-09-12,"kc276",3,"c1","w",1,"2",NA,5,0,0
"254","r02",15,2023-09-12,"ki276",2,"d1","w",1,"2",NA,5,0,0
"255","r02",15,2023-09-12,"cc276",3,"e1","w",1,"1",NA,5,0,0
"256","r02",15,2023-09-12,"ci276",5,"f1","w",1,"1",NA,4,0,0
"257","r02",16,2023-09-13,"kc270",1,NA,"bs",0,"-",NA,0,NA,0
"258","r02",16,2023-09-13,"ki270",3,NA,"bs",0,"-",NA,0,NA,0
"259","r02",16,2023-09-13,"kc276",2,NA,"bs",0,"-",NA,0,NA,0
"260","r02",16,2023-09-13,"ki276",2,NA,"bs",0,"-",NA,0,NA,0
"261","r02",16,2023-09-13,"cc276",2,NA,"bs",0,"-",NA,0,NA,0
"262","r02",16,2023-09-13,"ci276",0,NA,"bs",0,"-",NA,0,NA,0
"263","r02",17,2023-09-14,"kc270",1,"a2","s",0,"-",NA,5,0,0
"264","r02",17,2023-09-14,"ki270",3,"b2","s",0,"-",NA,5,0,0
"265","r02",17,2023-09-14,"kc276",7,"c2","s",0,"-",NA,5,0,0
"266","r02",17,2023-09-14,"ki276",7,"d2","s",0,"-",NA,5,0,0
"267","r02",17,2023-09-14,"cc276",4,"e2","s",0,"-",NA,4,0,0
"268","r02",17,2023-09-14,"ci276",0,NA,"s",0,"-",NA,0,NA,0
"269","r02",18,2023-09-15,"kc270",0,"a3","s",1,"-",NA,0,NA,0
"270","r02",18,2023-09-15,"ki270",2,"b3","s",1,"-",NA,0,NA,0
"271","r02",18,2023-09-15,"kc276",0,"c3","s",1,"-",NA,0,NA,0
"272","r02",18,2023-09-15,"ki276",2,"d3","s",1,"-",NA,0,NA,0
"273","r02",18,2023-09-15,"cc276",0,NA,"s",1,"-",NA,0,NA,0
"274","r02",18,2023-09-15,"ci276",0,NA,"s",1,"-",NA,0,NA,0
